id,type,activation_date,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,floor,total_floor,amenities,building_type,balconies,rent
2178,1,1517407740,77.61352488,0,0,0,0,1,3,800,2.0,1,3.0,3.0,266,2,1.0,16000.0
117,1,1536074700,77.733904,0,1,1,1,2,0,1195,3.0,0,4.0,4.0,1271,0,2.0,18000.0
2206,1,1514319840,77.71437626,0,1,1,0,2,0,1120,2.0,0,3.0,3.0,1173,0,1.0,24000.0
567,2,1524862080,77.62208981,0,0,0,0,2,3,1300,2.0,7,1.0,2.0,240,2,1.0,20000.0
152,2,1538827200,77.67094827,0,0,1,0,2,1,1570,3.0,0,1.0,5.0,734,0,2.0,30000.0
3666,0,1532455680,77.71011765,0,0,0,0,2,3,628,1.0,1,0.0,4.0,325,0,1.0,13000.0
2825,1,1521126120,77.6543694,0,0,0,0,2,3,900,2.0,0,0.0,3.0,227,2,0.0,16000.0
3034,1,1523916180,77.6495721,3,1,1,1,2,0,1140,2.0,7,1.0,4.0,1023,0,2.0,25000.0
1249,1,1501525860,77.60986803,3,0,0,0,2,3,700,2.0,0,0.0,2.0,240,2,0.0,17000.0
329,1,1499864580,77.52105978,3,0,1,0,2,0,1000,2.0,1,1.0,4.0,436,0,1.0,17000.0
838,1,1518894180,77.52082502,1,0,0,0,2,3,800,2.0,0,0.0,0.0,240,3,0.0,9000.0
1457,1,1489065660,77.5578798,3,0,0,0,2,3,800,2.0,0,2.0,3.0,248,2,0.0,11000.0
3791,2,1538931300,77.68647003,0,1,1,1,2,0,1500,3.0,0,3.0,4.0,1133,0,2.0,32000.0
3414,1,1527361440,77.70333344,3,0,0,0,2,0,1400,2.0,1,0.0,2.0,240,3,0.0,20000.0
1287,1,1494439740,77.61168772,0,0,0,0,2,2,600,2.0,1,0.0,3.0,4,2,1.0,14000.0
77,0,1526750640,77.61136272,0,0,0,0,2,2,400,1.0,1,2.0,3.0,240,2,1.0,12000.0
3692,1,1523120700,77.55330926,3,0,0,0,2,3,800,1.0,0,2.0,2.0,227,3,2.0,12000.0
3508,2,1525641180,77.50599416,3,0,1,0,2,1,1450,3.0,1,2.0,3.0,545,0,2.0,12000.0
3481,1,1520352840,77.5504464,3,1,1,1,2,0,1300,2.0,0,8.0,11.0,1013,0,2.0,28000.0
1965,2,1511353920,77.51995611,3,0,0,0,2,3,1600,1.0,0,0.0,1.0,248,2,0.0,17000.0
3485,2,1523022840,77.66715872,0,0,1,0,1,1,1453,2.0,0,1.0,5.0,725,0,3.0,32000.0
3107,1,1524408120,77.7451115,3,0,0,0,2,1,700,1.0,0,2.0,2.0,1401,2,1.0,8000.0
3184,0,1529416620,77.51733049,0,0,0,0,2,0,700,1.0,1,3.0,3.0,115,2,1.0,12000.0
544,0,1521133740,77.63635452,0,0,0,0,2,3,600,1.0,0,1.0,2.0,181,2,1.0,8500.0
3071,1,1524143280,77.7755112,3,1,1,1,2,0,1094,2.0,0,1.0,4.0,1144,0,1.0,18000.0
954,2,1500135960,77.67118615,0,0,1,0,2,0,1409,3.0,4,1.0,4.0,580,0,2.0,28000.0
3007,2,1533393360,77.7435987,3,1,1,1,2,0,1709,3.0,1,4.0,4.0,1289,0,2.0,35000.0
3423,1,1527360000,77.61406021,0,0,0,0,1,3,900,1.0,4,1.0,3.0,277,0,1.0,17000.0
2639,0,1519298400,77.6805644,0,0,1,0,2,3,600,1.0,7,1.0,4.0,515,0,1.0,9000.0
529,0,1543757100,77.6234323,0,0,0,0,1,2,800,1.0,1,2.0,3.0,62,2,0.0,12000.0
2551,0,1541349660,77.5141035,3,0,0,0,2,3,550,1.0,0,2.0,2.0,240,2,1.0,8000.0
2222,2,1516103700,77.71284137,3,1,1,1,2,0,1740,3.0,7,3.0,3.0,1300,0,1.0,29000.0
144,1,1524255960,77.54866555,0,0,0,0,2,3,1000,1.0,4,2.0,2.0,306,2,0.0,15000.0
1434,1,1517846100,77.6111487,0,0,0,0,2,3,800,2.0,2,2.0,3.0,177,2,2.0,18500.0
2210,1,1514397060,77.59587542,0,0,0,0,2,3,530,2.0,0,1.0,2.0,248,2,0.0,12000.0
1354,2,1502651760,77.5114146,3,1,1,1,2,0,1200,2.0,1,11.0,13.0,922,0,1.0,20000.0
829,1,1506600540,77.6569942,0,0,1,0,2,0,1100,2.0,1,1.0,5.0,557,0,1.0,15000.0
3671,2,1530362160,77.59025974,3,0,1,0,2,0,1160,2.0,0,1.0,4.0,597,0,2.0,30000.0
1361,2,1484063040,77.53791442,3,0,0,0,2,0,2000,3.0,0,2.0,3.0,210,2,2.0,35000.0
2275,1,1525175220,77.60262282,3,0,0,0,2,0,800,2.0,1,0.0,1.0,393,3,0.0,18500.0
482,1,1514058660,77.6562125,1,0,1,0,2,0,1180,2.0,1,1.0,4.0,745,0,3.0,23000.0
1074,1,1500481020,77.6640759,3,1,1,0,2,0,1173,2.0,1,10.0,15.0,1253,0,1.0,33000.0
1415,1,1503670140,77.72425488,3,0,1,0,2,0,1093,2.0,7,4.0,4.0,755,0,1.0,17000.0
3290,0,1541436120,77.67646946,0,0,0,0,2,3,450,1.0,0,2.0,2.0,318,2,1.0,8000.0
364,1,1543760280,77.57399933,3,1,1,0,2,0,1000,2.0,0,1.0,3.0,1061,0,0.0,18000.0
1557,0,1499678160,77.70446283,1,0,0,0,2,0,500,1.0,1,2.0,3.0,202,2,0.0,12000.0
3242,2,1528221720,77.7147981,3,1,1,0,2,0,1503,2.0,0,2.0,4.0,1249,0,2.0,23000.0
2657,1,1519469100,77.683736,0,0,1,0,2,0,908,2.0,1,1.0,6.0,676,0,1.0,15000.0
2613,1,1519050900,77.52001284,0,0,0,0,2,3,1000,2.0,1,0.0,1.0,215,2,0.0,10000.0
2245,1,1514829000,77.5618075,0,0,0,0,2,1,850,2.0,0,0.0,3.0,202,2,0.0,12000.0
2581,1,1530720600,77.7672346,3,1,1,0,2,0,1100,2.0,1,2.0,4.0,1076,0,2.0,16000.0
1494,2,1491851520,77.54505116,3,0,1,0,2,0,1242,2.0,0,2.0,4.0,793,0,1.0,14000.0
719,1,1506416520,77.66481779,3,0,0,0,2,0,1000,2.0,0,0.0,3.0,240,2,1.0,18000.0
1509,2,1526497500,77.69291978,0,0,0,0,2,3,850,2.0,0,2.0,3.0,227,2,1.0,17000.0
3166,1,1517856060,77.57417648,0,0,0,0,2,2,800,1.0,7,2.0,2.0,261,2,1.0,15000.0
3570,0,1528901820,77.60845189,3,0,0,0,2,3,500,1.0,0,0.0,1.0,62,2,1.0,20000.0
968,2,1521042900,77.50565985,3,0,0,0,0,0,1200,3.0,1,1.0,2.0,202,3,2.0,20000.0
1863,0,1510761540,77.59658034,0,0,0,0,2,3,500,1.0,1,3.0,4.0,277,2,0.0,9000.0
2505,5,1522676160,77.59138991,1,0,0,0,2,3,250,1.0,0,3.0,3.0,79,2,1.0,10000.0
2186,1,1514109900,77.63838785,1,0,0,0,2,3,700,2.0,0,2.0,3.0,93,2,1.0,18000.0
3523,2,1533566760,77.67209412,3,0,1,0,2,1,2300,3.0,6,3.0,7.0,792,0,3.0,39000.0
3479,1,1520348880,77.70708466,3,0,0,0,0,0,1100,1.0,0,12.0,12.0,53,0,2.0,27000.0
224,0,1527947280,77.70586812,0,0,0,0,2,3,500,1.0,0,0.0,2.0,103,2,0.0,9500.0
3399,0,1536314940,77.6272574,0,0,0,0,2,3,625,1.0,0,1.0,2.0,87,2,1.0,15000.0
1217,1,1501348140,77.66095321,3,0,0,0,1,0,860,2.0,0,3.0,5.0,485,0,1.0,18000.0
915,1,1532276400,77.7117912,0,0,0,0,2,3,1000,2.0,0,3.0,3.0,115,0,1.0,22000.0
1229,2,1501519800,77.71960859,0,0,0,0,2,0,1650,3.0,0,2.0,14.0,1431,0,2.0,26000.0
2263,1,1516478280,77.5483017,0,0,1,0,2,0,1200,2.0,0,3.0,4.0,683,0,2.0,11000.0
2251,1,1517511060,77.64751785,0,0,0,0,2,3,800,2.0,0,1.0,2.0,172,2,1.0,17000.0
552,1,1532199000,77.56653431,1,0,0,0,1,3,750,1.0,1,1.0,1.0,202,2,0.0,10000.0
384,2,1519332360,77.53858984,3,0,0,0,2,3,1350,3.0,7,1.0,2.0,289,2,2.0,20000.0
672,0,1524935100,77.69685308,1,0,0,0,0,3,600,1.0,1,1.0,3.0,103,2,1.0,10000.0
429,1,1526931180,77.73069763,3,1,1,1,2,0,1115,2.0,4,1.0,4.0,1139,0,1.0,21000.0
2785,0,1525015800,77.62065556,3,0,0,0,2,3,900,2.0,4,1.0,1.0,167,3,1.0,16000.0
728,1,1511123100,77.60295175,0,0,0,0,2,3,1000,1.0,4,1.0,2.0,202,2,1.0,10000.0
3006,0,1536161820,77.75105196,3,0,0,0,2,3,700,1.0,0,1.0,1.0,202,2,1.0,8500.0
1451,1,1504129020,77.60505048,0,0,0,0,1,3,625,2.0,1,1.0,2.0,94,2,1.0,14000.0
2484,1,1527334500,77.73835659,0,1,1,0,0,0,1270,2.0,0,1.0,5.0,847,0,2.0,25000.0
3531,5,1536230040,77.63335213,1,0,0,0,2,3,180,1.0,1,3.0,4.0,137,2,1.0,9000.0
3092,1,1526378340,77.54353573,0,0,0,0,2,0,1300,2.0,0,1.0,1.0,104,3,1.0,18500.0
1956,1,1524511380,77.63770015,0,0,0,0,2,3,1000,2.0,0,0.0,4.0,164,2,0.0,25000.0
2521,0,1530572940,77.51127405,3,0,0,0,1,3,500,1.0,0,0.0,3.0,202,2,0.0,8000.0
1574,2,1505756940,77.6595082,3,0,1,0,2,0,1562,2.0,1,1.0,4.0,823,0,1.0,24000.0
405,1,1500913920,77.71457455,3,1,1,1,2,0,1300,2.0,4,1.0,4.0,1342,0,1.0,20000.0
1699,2,1494415980,77.75881741,0,1,1,1,2,0,1700,2.0,0,8.0,14.0,1233,0,2.0,25000.0
1066,1,1499467140,77.60499283,0,0,0,0,2,3,800,2.0,1,2.0,3.0,103,2,1.0,17000.0
2418,0,1516879380,77.55373197,0,0,0,0,2,3,800,1.0,0,2.0,2.0,240,2,1.0,8500.0
1950,1,1511008860,77.56295624,0,0,0,0,2,3,600,1.0,0,1.0,2.0,240,2,0.0,10000.0
200,1,1530873960,77.6747276,1,0,1,0,2,3,950,2.0,5,3.0,4.0,610,0,3.0,19000.0
734,1,1526240700,77.63277945,3,0,0,0,2,3,650,2.0,1,1.0,1.0,202,2,1.0,13000.0
3015,1,1533377580,77.71198113,0,0,0,0,2,3,650,1.0,0,2.0,4.0,115,2,1.0,16000.0
3864,1,1532127060,77.64938772,0,0,1,0,2,0,1175,2.0,1,3.0,4.0,537,0,1.0,24000.0
2511,1,1525273500,77.60426659,3,0,0,0,2,0,900,2.0,1,0.0,3.0,202,2,0.0,15000.0
2855,1,1521325800,77.73066711,3,0,1,1,2,0,1012,2.0,0,6.0,14.0,563,0,1.0,23000.0
3642,1,1529772360,77.60607852,0,0,0,0,2,3,1000,2.0,0,2.0,5.0,244,0,1.0,24000.0
1836,1,1509453540,77.67357635,3,1,1,1,2,3,1220,2.0,1,1.0,4.0,1183,0,1.0,22500.0
2329,1,1516364940,77.70005297,3,1,1,1,2,0,1160,2.0,0,3.0,5.0,1277,0,2.0,25000.0
930,2,1504974000,77.575179,0,1,1,1,2,0,1650,3.0,7,10.0,17.0,1136,0,3.0,33500.0
2381,2,1520437860,77.7049503,3,1,1,0,2,0,1300,2.0,7,1.0,3.0,892,0,2.0,30000.0
3524,1,1533571860,77.7449175,3,0,1,0,1,0,1083,2.0,7,5.0,5.0,697,0,2.0,15000.0
2136,1,1513522860,77.70585995,3,0,1,0,2,3,1000,2.0,0,1.0,1.0,425,2,1.0,19000.0
2190,1,1518618060,77.63336684,3,0,0,0,2,3,750,1.0,0,2.0,2.0,215,2,1.0,16000.0
409,1,1526315100,77.6261162,1,0,0,0,2,3,800,1.0,4,1.0,2.0,348,0,0.0,14000.0
3079,1,1523894040,77.5459243,0,0,0,0,2,0,800,2.0,1,1.0,3.0,115,2,1.0,10500.0
2138,1,1522578420,77.732283,3,1,1,1,0,0,1150,2.0,7,4.0,4.0,1146,0,1.0,23000.0
2291,1,1541105280,77.60783355,0,0,0,0,2,3,600,2.0,0,3.0,4.0,115,2,2.0,9000.0
818,2,1507477800,77.5265047,3,0,1,0,2,0,1510,2.0,4,1.0,4.0,706,0,0.0,18000.0
562,0,1530295920,77.571905,0,0,0,0,2,3,500,1.0,5,1.0,1.0,325,2,1.0,11000.0
3228,0,1525544520,77.63229275,0,0,0,0,2,3,500,1.0,0,3.0,4.0,240,2,1.0,13000.0
194,0,1531570140,77.55317018,0,0,0,0,0,0,450,1.0,1,1.0,3.0,105,2,1.0,16000.0
2558,0,1541191980,77.61010674,0,0,0,0,2,2,600,1.0,1,3.0,3.0,157,2,1.0,12000.0
3361,1,1526744640,77.6122387,0,0,0,0,2,3,1300,2.0,0,0.0,3.0,62,2,0.0,22000.0
3820,1,1531497660,77.52021503,0,0,0,0,2,3,1500,2.0,0,1.0,1.0,316,3,0.0,18000.0
2086,0,1507804140,77.62910008,0,0,0,0,1,3,500,1.0,4,1.0,2.0,202,2,1.0,8500.0
1933,1,1510675620,77.55989624,3,0,0,0,2,3,800,1.0,7,1.0,2.0,202,2,0.0,15000.0
3719,0,1520435100,77.59567261,3,1,1,1,2,0,685,1.0,7,1.0,6.0,979,0,1.0,19500.0
658,1,1527420120,77.70288562,3,0,0,0,2,3,1200,2.0,1,2.0,3.0,241,2,1.0,20000.0
2677,0,1514996880,77.61035147,0,0,0,0,2,3,600,1.0,1,3.0,3.0,231,2,1.0,8000.0
3409,2,1527251820,77.694368,0,1,1,1,2,0,1679,3.0,7,6.0,7.0,1260,0,2.0,34000.0
1658,1,1506451920,77.7448475,3,1,1,1,2,0,1160,2.0,1,6.0,9.0,856,0,2.0,18000.0
578,1,1500662100,77.62915579,0,0,0,0,1,2,1500,3.0,2,0.0,0.0,202,3,1.0,17000.0
425,1,1521298500,77.57846441,3,0,0,0,2,3,1200,2.0,0,0.0,2.0,103,2,1.0,17000.0
2250,0,1517497740,77.5332883,3,0,0,0,2,3,500,1.0,0,2.0,2.0,240,2,0.0,9000.0
3112,0,1524417540,77.6395721,3,0,0,0,2,0,1000,1.0,0,1.0,1.0,353,2,2.0,10500.0
2455,0,1544106240,77.71209106,0,0,0,0,2,2,300,1.0,0,0.0,5.0,1452,0,0.0,11000.0
2898,0,1522344180,77.68454781,0,0,0,0,2,3,400,1.0,1,1.0,2.0,202,2,1.0,8500.0
2052,2,1492017420,77.634471,0,1,1,1,2,0,1500,3.0,1,4.0,7.0,1322,0,4.0,50000.0
2733,1,1520091180,77.6061282,3,0,0,0,2,3,750,2.0,1,1.0,2.0,227,3,2.0,17000.0
2451,1,1517079000,77.62978011,0,0,0,0,2,3,1000,2.0,3,1.0,1.0,240,2,0.0,25000.0
2841,1,1521202380,77.7089954,0,0,0,1,2,0,1100,2.0,0,3.0,4.0,341,0,1.0,16000.0
3320,1,1526740080,77.74436809,3,0,0,0,0,0,1277,2.0,7,2.0,4.0,60,0,1.0,24000.0
1555,2,1511517120,77.69992866,0,0,0,0,2,3,900,2.0,0,1.0,1.0,202,2,0.0,19000.0
2718,0,1517682660,77.7357343,3,1,1,0,2,0,767,1.0,1,1.0,3.0,1162,0,1.0,11000.0
997,2,1519938300,77.50683734,3,0,1,0,2,0,1600,3.0,1,2.0,5.0,474,2,3.0,25000.0
3676,0,1531829280,77.7046701,3,0,0,0,2,1,650,1.0,0,0.0,4.0,277,2,0.0,11000.0
3270,0,1541426340,77.6763681,3,0,0,0,2,1,650,1.0,1,1.0,2.0,115,3,1.0,12000.0
3924,1,1533046680,77.6359498,3,0,1,0,2,0,1250,2.0,0,3.0,4.0,604,0,1.0,32000.0
1709,2,1513591980,77.64652847,3,0,0,0,2,0,1050,3.0,0,3.0,3.0,152,0,1.0,23000.0
3511,1,1533554940,77.7075513,3,0,0,0,2,0,1200,2.0,0,1.0,2.0,80,3,2.0,28000.0
1999,1,1511714040,77.520254,3,0,0,0,2,3,650,2.0,0,0.0,1.0,209,2,0.0,14000.0
3065,1,1523722320,77.67417992,3,0,1,0,2,0,1180,2.0,7,1.0,4.0,537,0,2.0,16500.0
57,0,1486912080,77.63790852,0,0,0,0,2,3,450,1.0,0,3.0,3.0,227,2,0.0,12000.0
1692,1,1508960040,77.67601096,3,1,1,1,2,0,1230,2.0,4,2.0,5.0,1135,0,2.0,18000.0
2544,1,1535919720,77.69756683,0,0,0,0,2,0,1107,2.0,1,2.0,5.0,1351,0,2.0,23000.0
3143,1,1524757620,77.72241755,3,1,1,1,2,0,1060,2.0,0,3.0,4.0,1011,0,1.0,20000.0
2162,1,1530993240,77.64142557,0,0,0,0,2,0,650,2.0,0,0.0,3.0,202,2,0.0,20000.0
1097,1,1488989640,77.53273442,3,0,0,0,2,2,1000,1.0,1,1.0,2.0,1405,2,0.0,12000.0
2633,1,1519143720,77.67240302,0,0,0,0,2,3,900,1.0,0,1.0,2.0,215,3,1.0,13000.0
3893,1,1532606040,77.67546145,3,0,0,0,2,3,1000,2.0,2,0.0,1.0,267,3,1.0,14000.0
2137,2,1518618120,77.7660778,3,1,1,1,2,0,1431,2.0,0,1.0,3.0,1227,0,2.0,22000.0
349,0,1517343960,77.6057857,3,0,0,0,2,3,450,1.0,1,3.0,3.0,202,2,2.0,12000.0
495,1,1519497240,77.6256896,3,0,0,0,2,3,800,2.0,0,1.0,3.0,227,2,0.0,15500.0
1098,0,1510079640,77.60696422,3,0,0,0,2,3,450,1.0,1,3.0,3.0,202,2,0.0,11500.0
3349,2,1526759100,77.6738124,3,1,0,1,2,0,2400,3.0,0,0.0,1.0,401,3,2.0,25000.0
2891,1,1522168680,77.6471904,0,0,1,0,2,0,1100,2.0,2,2.0,4.0,653,0,1.0,25000.0
738,2,1500480060,77.51791392,3,0,0,0,2,0,1400,3.0,2,2.0,3.0,240,0,2.0,16000.0
2235,2,1514805780,77.69796936,3,1,1,1,2,0,1420,3.0,0,1.0,8.0,1354,0,2.0,27500.0
2885,2,1522095060,77.733105,0,1,1,1,2,0,1686,3.0,0,8.0,11.0,1152,0,2.0,25000.0
2024,2,1486899180,77.68541441,3,1,1,1,2,0,1821,3.0,0,9.0,14.0,1390,0,1.0,35000.0
2437,0,1517158680,77.63122517,0,0,0,0,1,3,600,1.0,4,2.0,2.0,272,2,1.0,13000.0
3807,1,1541619120,77.745384,0,1,1,0,2,1,1200,2.0,1,4.0,4.0,894,0,1.0,19000.0
2681,1,1529250360,77.57230414,3,0,0,0,2,3,800,1.0,4,2.0,2.0,419,3,1.0,11000.0
302,2,1514721120,77.67276149,3,1,1,1,2,0,1995,3.0,0,8.0,10.0,1394,0,4.0,40000.0
264,1,1518962100,77.5093771,3,0,0,0,2,0,900,2.0,0,1.0,4.0,202,2,1.0,11500.0
2014,1,1523824140,77.78837215,3,0,0,0,2,0,1270,2.0,7,3.0,4.0,248,0,2.0,13000.0
2491,1,1536053820,77.74544797,3,0,0,0,2,3,800,1.0,7,0.0,2.0,202,2,0.0,12000.0
945,2,1500917280,77.65908785,0,0,1,0,0,0,1600,2.0,0,2.0,4.0,690,0,4.0,28000.0
3616,0,1532210040,77.6021928,3,0,0,0,2,3,500,1.0,1,0.0,2.0,62,2,0.0,13000.0
438,0,1529324460,77.62485048,0,0,0,0,2,1,700,2.0,1,1.0,2.0,202,2,1.0,9000.0
1926,1,1512992520,77.69434693,0,0,0,0,2,3,1000,1.0,0,0.0,2.0,115,2,2.0,16000.0
3356,1,1526923140,77.6741922,0,1,1,1,2,0,1465,2.0,0,3.0,8.0,1325,0,3.0,31000.0
3886,1,1532609700,77.63547911,0,0,0,0,2,3,2100,2.0,0,1.0,2.0,62,3,1.0,20000.0
962,1,1528049700,77.5453586,3,1,1,0,2,0,1371,2.0,0,4.0,4.0,1082,0,1.0,10000.0
1696,0,1541087040,77.5918104,0,0,0,0,1,3,300,1.0,0,1.0,4.0,202,2,1.0,9000.0
297,1,1514293380,77.54619835,3,0,0,0,2,3,750,2.0,0,1.0,3.0,182,2,0.0,12000.0
3421,1,1527417240,77.64977383,3,0,0,0,2,3,950,1.0,1,0.0,2.0,62,2,0.0,14500.0
1669,2,1499792580,77.7175537,0,0,0,0,0,0,1545,3.0,0,2.0,5.0,1440,0,3.0,35000.0
2503,2,1522692720,77.69619931,3,1,1,1,0,0,1921,3.0,0,7.0,15.0,915,0,3.0,42000.0
2828,1,1521224280,77.54333956,3,0,0,0,2,0,900,2.0,0,1.0,3.0,202,2,1.0,16000.0
1185,5,1500655920,77.68033,0,0,0,0,2,3,500,1.0,1,4.0,4.0,265,0,2.0,10000.0
2317,0,1543674900,77.67236958,0,0,0,0,0,3,650,1.0,1,1.0,4.0,202,0,1.0,10000.0
2385,1,1521805620,77.5124376,3,0,0,0,2,3,1355,2.0,1,1.0,3.0,202,2,1.0,10500.0
1472,1,1506194580,77.65704105,3,0,0,0,2,0,800,2.0,0,0.0,1.0,94,2,0.0,19000.0
2375,1,1516542900,77.72484903,3,1,1,1,2,1,735,1.0,1,7.0,23.0,1025,0,1.0,23000.0
3470,1,1528308540,77.57851532,3,0,0,0,2,3,600,1.0,1,1.0,2.0,261,2,0.0,10000.0
2547,1,1522535220,77.733105,0,1,1,1,2,0,1107,2.0,1,1.0,11.0,1139,0,1.0,24000.0
1288,1,1506283080,77.750627,0,1,1,0,2,0,1250,2.0,0,3.0,3.0,962,0,3.0,22000.0
3680,1,1530285480,77.67868893,3,1,1,1,2,0,1290,2.0,0,9.0,14.0,921,0,4.0,32000.0
1162,1,1500377160,77.58866719,0,0,1,0,2,3,890,2.0,2,1.0,4.0,611,0,2.0,17000.0
2200,1,1514289180,77.74722894,0,0,0,0,2,3,1000,1.0,0,0.0,3.0,202,2,0.0,11000.0
1146,0,1500241200,77.62785332,3,0,0,0,2,3,950,1.0,0,1.0,2.0,345,0,1.0,11000.0
1760,0,1508073180,77.68204566,0,0,0,0,2,3,500,1.0,0,1.0,2.0,181,2,1.0,8000.0
2281,0,1525207500,77.64547708,0,0,0,0,2,3,750,1.0,0,1.0,1.0,103,2,0.0,11500.0
1492,2,1491761580,77.7376089,0,0,1,0,2,0,1350,2.0,0,0.0,4.0,730,0,2.0,18000.0
3362,1,1544124780,77.58490237,3,0,1,0,2,0,650,2.0,0,2.0,2.0,438,0,0.0,17000.0
805,0,1531667280,77.74677941,0,0,0,0,2,3,550,1.0,1,2.0,2.0,126,3,0.0,8000.0
3565,0,1528907400,77.70793289,0,0,0,0,2,3,389,1.0,0,1.0,1.0,267,2,0.0,13000.0
2552,2,1538492340,77.6266386,0,0,1,0,2,0,1400,2.0,0,3.0,4.0,764,0,3.0,26000.0
3035,2,1524520920,77.563444,0,0,0,0,2,0,1600,3.0,1,2.0,3.0,62,2,0.0,27000.0
1373,1,1541431020,77.69981966,0,0,0,0,2,0,1200,2.0,0,1.0,1.0,215,2,1.0,19000.0
2315,1,1515928620,77.7022315,3,0,1,1,2,0,1210,2.0,0,1.0,5.0,720,0,1.0,25000.0
2730,1,1515239220,77.58079497,3,0,1,0,2,0,1000,2.0,1,2.0,4.0,436,0,1.0,20000.0
1094,1,1503487980,77.62786286,3,0,0,0,2,0,700,1.0,0,1.0,1.0,1,2,0.0,20000.0
1673,2,1484061600,77.733105,0,1,1,1,2,0,1602,3.0,7,8.0,10.0,999,0,4.0,27000.0
1886,1,1497180180,77.56308427,0,0,0,0,2,1,530,2.0,1,1.0,3.0,1,2,1.0,13000.0
2153,0,1513618560,77.52443944,0,0,0,0,2,2,350,1.0,0,2.0,2.0,203,2,1.0,8500.0
1513,1,1504977720,77.71486266,3,0,0,0,2,3,975,1.0,0,1.0,3.0,202,2,0.0,22000.0
638,0,1508148840,77.6309935,0,0,0,0,2,3,600,1.0,0,1.0,3.0,202,2,1.0,10000.0
1159,1,1500397080,77.61671448,0,0,0,0,2,0,750,1.0,1,2.0,3.0,267,0,2.0,10000.0
